,idx,tokens,class,sentiment
26482,36407,приезжали,O,no
26483,36407,несколько,O,no
26484,36407,раз,O,no
26485,36407,",",O,no
26486,36407,присматривались,O,no
26487,36407,",",O,no
26488,36407,столик,O,no
26489,36407,выбирали,O,no
26490,36407,",",O,no
26491,36407,так,O,no
26492,36407,они,O,no
26493,36407,сразу,O,no
26494,36407,говорят,O,no
26495,36407,как,O,no
26496,36407,и,O,no
26497,36407,что,O,no
26498,36407,лучше,O,no
26499,36407,сделать,O,no
26500,36407,",",O,no
26501,36407,куда,O,no
26502,36407,сесть,O,no
26503,36407,",",O,no
26504,36407,в,O,no
26505,36407,какое,O,no
26506,36407,время,O,no
26507,36407,лучше,O,no
26508,36407,начать,O,no
26509,36407,праздник,O,no
26510,36407,",",O,no
26511,36407,что,O,no
26512,36407,из,O,no
26513,36407,закусок,O,no
26514,36407,на,O,no
26515,36407,стол,O,no
26516,36407,поставить,O,no
26517,36407,.,O,no
26518,36407,А,O,no
26519,36407,когда,O,no
26520,36407,мы,O,no
26521,36407,пришли,O,no
26522,36407,в,O,no
26523,36407,день,O,no
26524,36407,праздника,O,no
26525,36407,",",O,no
26526,36407,даже,O,no
26527,36407,шариками,O,no
26528,36407,украсили,O,no
26529,36407,наш,O,no
26530,36407,стол,O,no
26531,36407,!,O,no
26532,36407,(,O,no
26533,36407,Бесплатно,O,no
26534,36407,!,O,no
26535,36407,),O,no
26536,36407,Ресторан,B-Whole,positive
26537,36407,красивый,O,no
26538,36407,",",O,no
26539,36407,большой,O,no
26540,36407,",",O,no
26541,36407,людей,O,no
26542,36407,много,O,no
26543,36407,",",O,no
26544,36407,но,O,no
26545,36407,никто,O,no
26546,36407,не,O,no
26547,36407,кому,O,no
26548,36407,не,O,no
26549,36407,мешает,O,no
26550,36407,.,O,no
26551,36407,Еда,B-Food,positive
26552,36407,вкусная,O,no
26553,36407,",",O,no
26554,36407,детям,O,no
26555,36407,понравилась,O,no
26556,36407,пицца,B-Food,positive
26557,36407,",",O,no
26558,36407,друзья,O,no
26559,36407,хвалили,O,no
26560,36407,пасту,B-Food,positive
26561,36407,с,I-Food,positive
26562,36407,морепродуктами,I-Food,positive
26563,36407,",",O,no
26564,36407,мужу,O,no
26565,36407,понравилась,O,no
26566,36407,свинина,B-Food,positive
26567,36407,с,I-Food,positive
26568,36407,грибами,I-Food,positive
26569,36407,",",O,no
26570,36407,а,O,no
26571,36407,мне,O,no
26572,36407,очень,O,no
26573,36407,понравилась,O,no
26574,36407,лазанья,B-Food,positive
26575,36407,с,I-Food,positive
26576,36407,лососем,I-Food,positive
26577,36407,",",O,no
26578,36407,вкусно,O,no
26579,36407,и,O,no
26580,36407,сытно,O,no
26581,36407,.,O,no
26582,36407,Хоть,O,no
26583,36407,и,O,no
26584,36407,не,O,no
26585,36407,дешево,O,no
26586,36407,все,O,no
26587,36407,это,O,no
26588,36407,вышло,O,no
26589,36407,",",O,no
26590,36407,но,O,no
26591,36407,оно,O,no
26592,36407,того,O,no
26593,36407,стоило,O,no
26594,36407,.,O,no
26595,36407,Голова,O,no
26596,36407,не,O,no
26597,36407,о,O,no
26598,36407,чем,O,no
26599,36407,не,O,no
26600,36407,болит,O,no
26601,36407,",",O,no
26602,36407,дети,O,no
26603,36407,довольны,O,no
26604,36407,",",O,no
26605,36407,друзьям,O,no
26606,36407,тоже,O,no
26607,36407,понравилось,O,no
26608,36407,.,O,no
26609,36407,Праздник,B-Whole,positive
26610,36407,удался,O,no
26611,36407,!,O,no
26612,36407,Хорошо,O,no
26613,36407,",",O,no
26614,36407,что,O,no
26615,36407,есть,O,no
26616,36407,теперь,O,no
26617,36407,такое,O,no
26618,36407,место,B-Whole,positive
26619,36407,у,O,no
26620,36407,нас,O,no
26621,36407,в,O,no
26622,36407,районе,O,no
26623,36407,.,O,no
26624,11532,Мороз,O,no
26625,11532,и,O,no
26626,11532,солнце,O,no
26627,11532,-,O,no
26628,11532,день,O,no
26629,11532,чудесный,O,no
26630,11532,!,O,no
26631,11532,Захотелось,O,no
26632,11532,пообедать,B-Food,neutral
26633,11532,в,O,no
26634,11532,ресторане,B-Whole,positive
26635,11532,с,O,no
26636,11532,видом,O,no
26637,11532,на,O,no
26638,11532,финский,O,no
26639,11532,.,O,no
26640,11532,Поехали,O,no
26641,11532,в,O,no
26642,11532,Море,B-Whole,neutral
26643,11532,!,O,no
26644,11532,Ну,O,no
26645,11532,про,O,no
26646,11532,100,O,no
26647,11532,р,O,no
26648,11532,при,O,no
26649,11532,въезде,O,no
26650,11532,и,O,no
26651,11532,плохую,O,no
26652,11532,дорогу,O,no
26653,11532,мы,O,no
26654,11532,знаем,O,no
26655,11532,...,O,no
26656,11532,это,O,no
26657,11532,терпимо,O,no
26658,11532,.,O,no
26659,11532,Интерьер,B-Interior,positive
26660,11532,очень,O,no
26661,11532,понравился,O,no
26662,11532,",",O,no
26663,11532,места,O,no
26664,11532,много,O,no
26665,11532,:,O,no
26666,11532,никто,O,no
26667,11532,никому,O,no
26668,11532,не,O,no
26669,11532,мешает,O,no
26670,11532,",",O,no
26671,11532,большой,O,no
26672,11532,аквариум,B-Interior,positive
26673,11532,с,O,no
26674,11532,красивыми,O,no
26675,11532,рыбками,O,no
26676,11532,улыбнул,O,no
26677,11532,",",O,no
26678,11532,народу,O,no
26679,11532,почти,O,no
26680,11532,не,O,no
26681,11532,было,O,no
26682,11532,",",O,no
26683,11532,официанты,B-Service,positive
26684,11532,приветливые,O,no
26685,11532,.,O,no
26686,11532,Окна,B-Interior,positive
26687,11532,в,I-Interior,positive
26688,11532,пол,I-Interior,positive
26689,11532,-,O,no
26690,11532,вид,B-Interior,positive
26691,11532,на,I-Interior,positive
26692,11532,залив,I-Interior,positive
26693,11532,просто,O,no
26694,11532,волшебный,O,no
26695,11532,!,O,no
26696,11532,!,O,no
26697,11532,Цены,B-Price,positive
26698,11532,отвечают,O,no
26699,11532,этому,O,no
26700,11532,заведению,B-Whole,neutral
26701,11532,.,O,no
26702,11532,Кофе,B-Food,positive
26703,11532,",",O,no
26704,11532,чай,B-Food,positive
26705,11532,с,I-Food,positive
26706,11532,мятой,I-Food,positive
26707,11532,-,O,no
26708,11532,вкусно,O,no
26709,11532,.,O,no
26710,11532,Кушали,O,no
26711,11532,цезарь,B-Food,positive
26712,11532,с,I-Food,positive
26713,11532,тунцом,I-Food,positive
26714,11532,(,O,no
26715,11532,очень,O,no
26716,11532,вкусный,O,no
26717,11532,тунец,B-Food,positive
26718,11532,),O,no
26719,11532,",",O,no
26720,11532,суп-пюре,B-Food,positive
26721,11532,картофельный,I-Food,positive
26722,11532,(,O,no
26723,11532,после,O,no
26724,11532,которого,O,no
26725,11532,в,O,no
26726,11532,качестве,O,no
26727,11532,",",O,no
26728,11532,видимо,O,no
26729,11532,",",O,no
26730,11532,комплимента,O,no
26731,11532,подали,O,no
26732,11532,ягодный,B-Food,neutral
26733,11532,сорбет,I-Food,neutral
26734,11532,),O,no
26735,11532,и,O,no
26736,11532,пасту,B-Food,positive
26737,11532,с,I-Food,positive
26738,11532,морепродуктами,I-Food,positive
26739,11532,-,O,no
26740,11532,все,O,no
26741,11532,очень,O,no
26742,11532,вкусно,O,no
26743,11532,.,O,no
26744,11532,Заказала,O,no
26745,11532,на,O,no
26746,11532,десерт,B-Food,positive
26747,11532,мороженое,B-Food,positive
26748,11532,-,O,no
26749,11532,осталась,O,no
26750,11532,очень,O,no
26751,11532,довольна,O,no
26752,11532,!,O,no
26753,11532,!,O,no
26754,11532,!,O,no
26755,11532,Такого,O,no
26756,11532,вкусного,O,no
26757,11532,мороженого,B-Food,positive
26758,11532,давно,O,no
26759,11532,не,O,no
26760,11532,ела,O,no
26761,11532,!,O,no
26762,11532,!,O,no
26763,11532,Обслуживают,B-Service,positive
26764,11532,быстро,O,no
26765,11532,.,O,no
26766,11532,Минусов,O,no
26767,11532,не,O,no
26768,11532,заметила,O,no
26769,11532,.,O,no
26770,11532,Когда,O,no
26771,11532,принесли,O,no
26772,11532,счет,B-Price,positive
26773,11532,",",O,no
26774,11532,были,O,no
26775,11532,очень,O,no
26776,11532,приятно,O,no
26777,11532,удивлены,O,no
26778,11532,:,O,no
26779,11532,оказывается,O,no
26780,11532,",",O,no
26781,11532,по,O,no
26782,11532,выходным,O,no
26783,11532,счет,B-Price,positive
26784,11532,на,O,no
26785,11532,50,O,no
26786,11532,%,O,no
26787,11532,дешевле,O,no
26788,11532,с,O,no
26789,11532,13,O,no
26790,11532,до,O,no
26791,11532,17,O,no
26792,11532,вечера,O,no
26793,11532,",",O,no
26794,11532,а,O,no
26795,11532,мы,O,no
26796,11532,уж,O,no
26797,11532,было,O,no
26798,11532,подумали,O,no
26799,11532,",",O,no
26800,11532,что,O,no
26801,11532,официанты,B-Service,negative
26802,11532,ошиблись,O,no
26803,11532,в,O,no
26804,11532,нашу,O,no
26805,11532,пользу,O,no
26806,11532,),O,no
26807,11532,),O,no
26808,11532,Хлебная,B-Food,positive
26809,11532,корзинка,I-Food,positive
26810,11532,понравилась,O,no
26811,11532,",",O,no
26812,11532,и,O,no
26813,11532,",",O,no
26814,11532,кстати,O,no
26815,11532,",",O,no
26816,11532,она,O,no
26817,11532,бесплатная,O,no
26818,11532,.,O,no
26819,11532,В,O,no
26820,11532,общем,O,no
26821,11532,и,O,no
26822,11532,вдвоем,O,no
26823,11532,романтик,O,no
26824,11532,и,O,no
26825,11532,веселой,O,no
26826,11532,компанией,O,no
26827,11532,посидеть,O,no
26828,11532,там,O,no
26829,11532,вполне,O,no
26830,11532,приятно,O,no
26831,11532,.,O,no
26832,11532,Ждем,O,no
26833,11532,лета,O,no
26834,11532,",",O,no
26835,11532,чтобы,O,no
26836,11532,приехать,O,no
26837,11532,на,O,no
26838,11532,террасу,O,no
26839,11532,.,O,no
26840,32926,Праздновали,O,no
26841,32926,свадьбу,O,no
26842,32926,01.11.13.,O,no
26843,32926,в,O,no
26844,32926,ресторане,B-Whole,neutral
26845,32926,Гламур,I-Whole,neutral
26846,32926,.,O,no
26847,32926,Хочу,O,no
26848,32926,выразить,O,no
26849,32926,огромную,O,no
26850,32926,благодарность,O,no
26851,32926,этому,O,no
26852,32926,ресторана,B-Whole,positive
26853,32926,за,O,no
26854,32926,самый,O,no
26855,32926,лучший,O,no
26856,32926,и,O,no
26857,32926,важный,O,no
26858,32926,день,O,no
26859,32926,в,O,no
26860,32926,моей,O,no
26861,32926,жизни,O,no
26862,32926,.,O,no
26863,32926,В,O,no
26864,32926,первую,O,no
26865,32926,очередь,O,no
26866,32926,хочу,O,no
26867,32926,поблагодарить,O,no
26868,32926,администратора,B-Service,positive
26869,32926,Наталью,O,no
26870,32926,",",O,no
26871,32926,за,O,no
26872,32926,отличное,O,no
26873,32926,и,O,no
26874,32926,преданное,O,no
26875,32926,отношение,B-Service,positive
26876,32926,к,I-Service,positive
26877,32926,своему,I-Service,positive
26878,32926,делу,I-Service,positive
26879,32926,.,O,no
26880,32926,При,O,no
26881,32926,встрече,O,no
26882,32926,всегда,O,no
26883,32926,дружелюбна,O,no
26884,32926,",",O,no
26885,32926,выслушала,B-Service,positive
26886,32926,все,O,no
26887,32926,наши,O,no
26888,32926,пожелания,O,no
26889,32926,и,O,no
26890,32926,дала,O,no
26891,32926,хорошие,O,no
26892,32926,советы,B-Service,positive
26893,32926,",",O,no
26894,32926,как,O,no
26895,32926,было,O,no
26896,32926,бы,O,no
26897,32926,еще,O,no
26898,32926,лучше,O,no
26899,32926,.,O,no
26900,32926,Еще,O,no
26901,32926,порадовало,O,no
26902,32926,что,O,no
26903,32926,можно,O,no
26904,32926,заказать,B-Service,positive
26905,32926,в,O,no
26906,32926,ресторане,B-Whole,positive
26907,32926,все,O,no
26908,32926,что,O,no
26909,32926,вы,O,no
26910,32926,хотите,O,no
26911,32926,.,O,no
26912,32926,Мы,O,no
26913,32926,заказывали,O,no
26914,32926,шоколадный,B-Food,neutral
26915,32926,фонтан,I-Food,neutral
26916,32926,и,O,no
26917,32926,цветочный,B-Interior,neutral
26918,32926,композиции,I-Interior,neutral
26919,32926,.,O,no
26920,32926,Шоколадный,B-Food,positive
26921,32926,фонтан,I-Food,positive
26922,32926,просто,O,no
26923,32926,сказка,O,no
26924,32926,",",O,no
26925,32926,очень,O,no
26926,32926,вкусный,O,no
26927,32926,и,O,no
26928,32926,красивый,O,no
26929,32926,.,O,no
26930,32926,Про,O,no
26931,32926,зал,B-Interior,positive
26932,32926,могу,O,no
26933,32926,сказать,O,no
26934,32926,что,O,no
26935,32926,он,O,no
26936,32926,очень,O,no
26937,32926,красивый,O,no
26938,32926,и,O,no
26939,32926,уютный,O,no
26940,32926,",",O,no
26941,32926,очень,O,no
26942,32926,понравился,O,no
26943,32926,интерьер,B-Interior,positive
26944,32926,.,O,no
26945,32926,Отдельное,O,no
26946,32926,спасибо,O,no
26947,32926,шеф-повару,B-Food,positive
26948,32926,этого,O,no
26949,32926,ресторана,B-Whole,positive
26950,32926,за,O,no
26951,32926,прекрасный,O,no
26952,32926,и,O,no
26953,32926,красивый,O,no
26954,32926,стол,B-Food,positive
26955,32926,.,O,no
26956,32926,Все,O,no
26957,32926,было,O,no
26958,32926,очень,O,no
26959,32926,вкусно,O,no
26960,32926,и,O,no
26961,32926,красиво,O,no
26962,32926,оформлено,B-Interior,positive
26963,32926,.,O,no
26964,32926,Официанты,B-Service,positive
26965,32926,дружелюбные,O,no
26966,32926,и,O,no
26967,32926,улыбчивые,O,no
26968,32926,.,O,no
26969,32926,Все,O,no
26970,32926,делали,O,no
26971,32926,во,O,no
26972,32926,время,O,no
26973,32926,и,O,no
26974,32926,не,O,no
26975,32926,навязчиво,O,no
26976,32926,.,O,no
26977,32926,А,O,no
26978,32926,еще,O,no
26979,32926,мы,O,no
26980,32926,получили,O,no
26981,32926,подарок,O,no
26982,32926,очень,O,no
26983,32926,миленький,O,no
26984,32926,и,O,no
26985,32926,вкусный,O,no
26986,32926,тортик,B-Food,positive
26987,32926,.,O,no
26988,32926,Ведущего,O,no
26989,32926,приглашали,O,no
26990,32926,своего,O,no
26991,32926,",",O,no
26992,32926,так,O,no
26993,32926,как,O,no
26994,32926,договорились,O,no
26995,32926,с,O,no
26996,32926,ним,O,no
26997,32926,уже,O,no
26998,32926,до,O,no
26999,32926,выбора,O,no
27000,32926,ресторана,O,no
27001,32926,.,O,no
27002,32926,Все,O,no
27003,32926,гости,O,no
27004,32926,остались,O,no
27005,32926,очень,O,no
27006,32926,довольны,O,no
27007,32926,от,O,no
27008,32926,проведенного,O,no
27009,32926,вечера,B-Whole,positive
27010,32926,.,O,no
27011,32926,Нам,O,no
27012,32926,все,O,no
27013,32926,очень,O,no
27014,32926,понравилось,O,no
27015,32926,",",O,no
27016,32926,спасибо,O,no
27017,32926,вам,O,no
27018,32926,огромное,O,no
27019,32926,за,O,no
27020,32926,превосходный,O,no
27021,32926,праздник,B-Whole,positive
27022,32926,.,O,no
27023,32926,Будем,O,no
27024,32926,Вас,O,no
27025,32926,рекомендовать,O,no
27026,32926,всем,O,no
27027,32926,своим,O,no
27028,32926,друзьям,O,no
27029,32926,и,O,no
27030,32926,знакомым,O,no
27031,32926,.,O,no
27032,32926,Успехов,O,no
27033,32926,Вам,O,no
27034,32926,и,O,no
27035,32926,процветания,O,no
27036,32926,.,O,no
27037,32926,С,O,no
27038,32926,уважением,O,no
27039,32926,Мария,O,no
27040,32926,и,O,no
27041,32926,Константин,O,no
27042,32926,.,O,no
27149,33622,Добрый,O,no
27150,33622,вечер,O,no
27151,33622,!,O,no
27152,33622,Были,O,no
27153,33622,у,O,no
27154,33622,друзей,O,no
27155,33622,на,O,no
27156,33622,юбилее,O,no
27157,33622,свадьбы,O,no
27158,33622,(,O,no
27159,33622,10,O,no
27160,33622,лет,O,no
27161,33622,),O,no
27162,33622,в,O,no
27163,33622,этом,O,no
27164,33622,ресторане,B-Whole,neutral
27165,33622,.,O,no
27166,33622,Специально,O,no
27167,33622,зарегистрировался,O,no
27168,33622,",",O,no
27169,33622,чтобы,O,no
27170,33622,оставить,O,no
27171,33622,отзыв,O,no
27172,33622,о,O,no
27173,33622,банкете,B-Whole,positive
27174,33622,",",O,no
27175,33622,потому,O,no
27176,33622,что,O,no
27177,33622,здесь,O,no
27178,33622,мне,O,no
27179,33622,очень,O,no
27180,33622,понравилось,O,no
27181,33622,!,O,no
27182,33622,Зал,B-Interior,positive
27183,33622,очень,O,no
27184,33622,яркий,O,no
27185,33622,",",O,no
27186,33622,уютный,O,no
27187,33622,",",O,no
27188,33622,есть,O,no
27189,33622,отельная,O,no
27190,33622,зона,O,no
27191,33622,",",O,no
27192,33622,где,O,no
27193,33622,можно,O,no
27194,33622,было,O,no
27195,33622,посидеть,O,no
27196,33622,отдохнуть,O,no
27197,33622,от,O,no
27198,33622,танцев,O,no
27199,33622,.,O,no
27200,33622,Танцевали,O,no
27201,33622,весь,O,no
27202,33622,вечер,O,no
27203,33622,!,O,no
27204,33622,Насколько,O,no
27205,33622,знаю,O,no
27206,33622,от,O,no
27207,33622,друзей,O,no
27208,33622,",",O,no
27209,33622,им,O,no
27210,33622,тут,O,no
27211,33622,и,O,no
27212,33622,ведущего,O,no
27213,33622,и,O,no
27214,33622,музыканта,O,no
27215,33622,посоветовали,O,no
27216,33622,",",O,no
27217,33622,было,O,no
27218,33622,здорово,O,no
27219,33622,!,O,no
27220,33622,Очень,O,no
27221,33622,весело,O,no
27222,33622,",",O,no
27223,33622,музыка,B-Interior,positive
27224,33622,хорошая,O,no
27225,33622,",",O,no
27226,33622,конкурсы,O,no
27227,33622,и,O,no
27228,33622,для,O,no
27229,33622,молодых,O,no
27230,33622,и,O,no
27231,33622,для,O,no
27232,33622,взрослых,O,no
27233,33622,!,O,no
27234,33622,Еда,B-Food,positive
27235,33622,превосходная,O,no
27236,33622,",",O,no
27237,33622,особенно,O,no
27238,33622,понравился,O,no
27239,33622,стейк,B-Food,positive
27240,33622,из,I-Food,positive
27241,33622,говядины,I-Food,positive
27242,33622,со,I-Food,positive
27243,33622,шпинатом,I-Food,positive
27244,33622,и,O,no
27245,33622,фирменный,O,no
27246,33622,салат,B-Food,positive
27247,33622,из,I-Food,positive
27248,33622,морепродуктов,I-Food,positive
27249,33622,!,O,no
27250,33622,Жена,O,no
27251,33622,тоже,O,no
27252,33622,в,O,no
27253,33622,восторге,O,no
27254,33622,.,O,no
27255,33622,Она,O,no
27256,33622,кушала,O,no
27257,33622,рыбу,B-Food,positive
27258,33622,с,O,no
27259,33622,каким-то,O,no
27260,33622,соусом,B-Food,positive
27261,33622,белым,O,no
27262,33622,и,O,no
27263,33622,запеченной,B-Food,positive
27264,33622,картошкой,I-Food,positive
27265,33622,.,O,no
27266,33622,Вообще,O,no
27267,33622,стол,B-Food,positive
27268,33622,был,O,no
27269,33622,накрыл,O,no
27270,33622,действительно,O,no
27271,33622,шикарно,O,no
27272,33622,.,O,no
27273,33622,Большие,O,no
27274,33622,тарелки,B-Interior,positive
27275,33622,",",O,no
27276,33622,богато,O,no
27277,33622,украшено,O,no
27278,33622,",",O,no
27279,33622,хотя,O,no
27280,33622,ребята,O,no
27281,33622,",",O,no
27282,33622,которые,O,no
27283,33622,заказывали,O,no
27284,33622,банкет,O,no
27285,33622,",",O,no
27286,33622,сказали,O,no
27287,33622,",",O,no
27288,33622,что,O,no
27289,33622,цены,B-Price,positive
27290,33622,умеренные,O,no
27291,33622,.,O,no
27292,33622,Теперь,O,no
27293,33622,готовлюсь,O,no
27294,33622,свой,O,no
27295,33622,юбилей,O,no
27296,33622,тоже,O,no
27297,33622,здесь,O,no
27298,33622,отметить,O,no
27299,33622,",",O,no
27300,33622,а,O,no
27301,33622,дочка,O,no
27302,33622,про,O,no
27303,33622,свадьбу,O,no
27304,33622,думает,O,no
27305,33622,.,O,no
27306,33622,Хорошо,O,no
27307,33622,очень,O,no
27308,33622,",",O,no
27309,33622,молодцы,O,no
27310,33622,",",O,no
27311,33622,спасибо,O,no
27312,33622,большое,O,no
27313,33622,!,O,no
27314,37428,Не,O,no
27315,37428,так,O,no
27316,37428,давно,O,no
27317,37428,посещали,O,no
27318,37428,данное,O,no
27319,37428,заведение,B-Whole,neutral
27320,37428,большой,O,no
27321,37428,компанией,O,no
27322,37428,.,O,no
27323,37428,Место,O,no
27324,37428,это,O,no
27325,37428,",",O,no
27326,37428,сразу,O,no
27327,37428,скажу,O,no
27328,37428,",",O,no
27329,37428,как,O,no
27330,37428,раз,O,no
27331,37428,не,O,no
27332,37428,для,O,no
27333,37428,шумного,O,no
27334,37428,веселья,O,no
27335,37428,.,O,no
27336,37428,И,O,no
27337,37428,мы,O,no
27338,37428,остались,O,no
27339,37428,очень,O,no
27340,37428,довольны,O,no
27341,37428,",",O,no
27342,37428,так,O,no
27343,37428,как,O,no
27344,37428,хотели,O,no
27345,37428,приятно,O,no
27346,37428,провести,O,no
27347,37428,время,O,no
27348,37428,в,O,no
27349,37428,спокойной,O,no
27350,37428,атмосфере,B-Interior,positive
27351,37428,и,O,no
27352,37428,расслабиться,O,no
27353,37428,.,O,no
27354,37428,Очень,O,no
27355,37428,понравился,O,no
27356,37428,интерьер,B-Interior,positive
27357,37428,:,O,no
27358,37428,светлые,O,no
27359,37428,умиротворяющие,O,no
27360,37428,тона,O,no
27361,37428,",",O,no
27362,37428,классические,O,no
27363,37428,люстры,B-Interior,positive
27364,37428,",",O,no
27365,37428,приглушенный,O,no
27366,37428,свет,O,no
27367,37428,...,O,no
27368,37428,Помещение,B-Interior,both
27369,37428,довольно,O,no
27370,37428,маленькое,O,no
27371,37428,",",O,no
27372,37428,но,O,no
27373,37428,это,O,no
27374,37428,не,O,no
27375,37428,портит,O,no
27376,37428,само,O,no
27377,37428,заведение,B-Whole,positive
27378,37428,.,O,no
27379,37428,Обслуживание,B-Service,positive
27380,37428,на,O,no
27381,37428,высшем,O,no
27382,37428,уровне,O,no
27383,37428,.,O,no
27384,37428,Внимательые,O,no
27385,37428,официанты,B-Service,positive
27386,37428,работали,O,no
27387,37428,очень,O,no
27388,37428,хорошо,O,no
27389,37428,.,O,no
27390,37428,Советую,O,no
27391,37428,посетить,O,no
27392,37428,это,O,no
27393,37428,место,B-Whole,positive
27394,37428,тем,O,no
27395,37428,",",O,no
27396,37428,кто,O,no
27397,37428,хочет,O,no
27398,37428,приятно,O,no
27399,37428,провести,O,no
27400,37428,время,O,no
27401,37428,в,O,no
27402,37428,романтической,O,no
27403,37428,атмосфере,B-Interior,positive
27404,37428,",",O,no
27405,37428,расслабиться,O,no
27406,37428,и,O,no
27407,37428,насладиться,O,no
27408,37428,обслуживанием,B-Service,positive
27409,37428,.,O,no
27410,37428,P.S,O,no
27411,37428,.,O,no
27412,37428,Там,O,no
27413,37428,очень,O,no
27414,37428,хороший,O,no
27415,37428,кальян,B-Food,positive
27416,37428,.,O,no
27417,37428,К,O,no
27418,37428,сожалению,O,no
27419,37428,",",O,no
27420,37428,ничего,O,no
27421,37428,не,O,no
27422,37428,могу,O,no
27423,37428,сказать,O,no
27424,37428,про,O,no
27425,37428,еду,B-Food,neutral
27426,37428,",",O,no
27427,37428,т.к,O,no
27428,37428,.,O,no
27429,37428,не,O,no
27430,37428,ела,O,no
27431,37428,там,O,no
27432,37428,ничего,O,no
27433,37428,кроме,O,no
27434,37428,сырной,B-Food,neutral
27435,37428,тарелки,I-Food,neutral
27436,37428,(,O,no
27437,37428,посещение,O,no
27438,37428,кафе,B-Whole,neutral
27439,37428,было,O,no
27440,37428,не,O,no
27441,37428,запланированное,O,no
27442,37428,",",O,no
27443,37428,есть,O,no
27444,37428,не,O,no
27445,37428,хотелось,O,no
27446,37428,),O,no
27447,37428,.,O,no
27797,10985,Решили,O,no
27798,10985,недалеко,O,no
27799,10985,от,O,no
27800,10985,дома,O,no
27801,10985,сходить,O,no
27802,10985,в,O,no
27803,10985,китайский,O,no
27804,10985,ресторанчик,B-Whole,neutral
27805,10985,",",O,no
27806,10985,самым,O,no
27807,10985,близким,O,no
27808,10985,оказался,O,no
27809,10985,Жен-Жен,B-Whole,positive
27810,10985,.,O,no
27811,10985,На,O,no
27812,10985,первый,O,no
27813,10985,взгляд,O,no
27814,10985,с,O,no
27815,10985,улицы,O,no
27816,10985,были,O,no
27817,10985,видны,O,no
27818,10985,китайские,O,no
27819,10985,аттрибуты,O,no
27820,10985,.,O,no
27821,10985,Внутри,O,no
27822,10985,на,O,no
27823,10985,первом,O,no
27824,10985,этаже,O,no
27825,10985,танцпол,B-Interior,neutral
27826,10985,",",O,no
27827,10985,гудела,O,no
27828,10985,европейская,O,no
27829,10985,попса,O,no
27830,10985,",",O,no
27831,10985,нас,O,no
27832,10985,попросили,O,no
27833,10985,пройти,O,no
27834,10985,на,O,no
27835,10985,второй,O,no
27836,10985,этаж,O,no
27837,10985,.,O,no
27838,10985,Была,O,no
27839,10985,приятно,O,no
27840,10985,удивлена,O,no
27841,10985,``,B-Interior,positive
27842,10985,китайским,I-Interior,positive
27843,10985,интерьером,I-Interior,positive
27844,10985,'',I-Interior,positive
27845,10985,-,O,no
27846,10985,диванчики,B-Interior,negative
27847,10985,как,O,no
27848,10985,в,O,no
27849,10985,бистро,O,no
27850,10985,",",O,no
27851,10985,скатерти,B-Interior,negative
27852,10985,на,I-Interior,negative
27853,10985,столах,I-Interior,negative
27854,10985,по,O,no
27855,10985,типу,O,no
27856,10985,а-ля,O,no
27857,10985,столовая,O,no
27858,10985,",",O,no
27859,10985,европейские,O,no
27860,10985,светильники/люстры,B-Interior,neutral
27861,10985,",",O,no
27862,10985,в,O,no
27863,10985,общем,O,no
27864,10985,в,O,no
27865,10985,плане,O,no
27866,10985,интерьера,B-Interior,negative
27867,10985,китайского,O,no
27868,10985,никакого,O,no
27869,10985,абсолютно,O,no
27870,10985,!,O,no
27871,10985,Заведение,B-Whole,negative
27872,10985,неуютное,O,no
27873,10985,.,O,no
27874,10985,Ну,O,no
27875,10985,так,O,no
27876,10985,как,O,no
27877,10985,ехать,O,no
27878,10985,в,O,no
27879,10985,другое,O,no
27880,10985,место,B-Whole,neutral
27881,10985,уже,O,no
27882,10985,не,O,no
27883,10985,было,O,no
27884,10985,сил,O,no
27885,10985,",",O,no
27886,10985,решили,O,no
27887,10985,заказать,O,no
27888,10985,все-такие,O,no
27889,10985,еду,B-Food,neutral
27890,10985,.,O,no
27891,10985,Меню,O,no
27892,10985,не,O,no
27893,10985,порадовало,O,no
27894,10985,-,O,no
27895,10985,отпечатанные,O,no
27896,10985,листки,O,no
27897,10985,",",O,no
27898,10985,не,O,no
27899,10985,особо,O,no
27900,10985,понятен,O,no
27901,10985,состав,B-Food,negative
27902,10985,блюд,I-Food,negative
27903,10985,и,O,no
27904,10985,вес,O,no
27905,10985,",",O,no
27906,10985,о,O,no
27907,10985,картинках,O,no
27908,10985,даже,O,no
27909,10985,речи,O,no
27910,10985,не,O,no
27911,10985,было,O,no
27912,10985,.,O,no
27913,10985,Ну,O,no
27914,10985,ладно,O,no
27915,10985,-,O,no
27916,10985,с,O,no
27917,10985,китайской,B-Food,neutral
27918,10985,кухней,I-Food,neutral
27919,10985,знакомы,O,no
27920,10985,-,O,no
27921,10985,заказали,O,no
27922,10985,говядину,B-Food,positive
27923,10985,",",O,no
27924,10985,свинину,B-Food,positive
27925,10985,",",O,no
27926,10985,рис,B-Food,positive
27927,10985,",",O,no
27928,10985,пару,O,no
27929,10985,закусок,B-Food,positive
27930,10985,",",O,no
27931,10985,порции,B-Food,positive
27932,10985,оказались,O,no
27933,10985,большими,O,no
27934,10985,",",O,no
27935,10985,еда,B-Food,positive
27936,10985,-,O,no
27937,10985,вкусной,O,no
27938,10985,",",O,no
27939,10985,принесли,O,no
27940,10985,все,O,no
